File Name,Fiscal Year,Stripe Type,Stripe Number,Incident Date,Incident Time,Location / Plant,Department,Section,Incident Type,Injury Description,Employee Type,Vendor Name,Vendor Star Rating,Risk Type,LTI Free Days,Camera Surveillance,What Happened,Preliminary Findings,Recommendations
Orange Stripe#36-English-TSM-Sahibabad.pdf,FY-23,Orange Stripe,36/FY-23,26.06.2022 Time: 03:30 PM,03:30 PM,Meramandali,NCRM,Not Found,LTI of a contractor employee,Hair line crack in right hand index finger,Contractor,M/S AVSHESH KUMAR,3 Star,"Yellow Risk (C3, L4)",Not Found,No,? As per routine practice the processed coil is unloaded from recoiler to T-arm with the help of hydraulic operated pusher plate. The Injured Person (IP) was involved in placing of wooden block between pusher plate and processed coil. The operator (II) operated the pusher plate that led to pinching,"1. Operator(I) was assigned for machine operations in ‘B shift’ at strip grinding line #02. After the completion of running batch, machine was stopped, and he went for material transfer of second planned batch. He assigned a person to take care of machine. After few minutes, the assigned person left the machine for another work. During that time, operator (II) operated the pusher for coil unloading without knowing that the helper (IP) was placing wooden block between pusher and coils. 2. Lack of","1. Light signal/emergency mode indication system should be deployed where gap between operator and working person is more. 2. Display of authorized/assigned machine operator with photograph should be present near all machine control panels. 3. Speed of hydraulic cylinder in pusher plate to be reduced in all machines to prevent sudden action of pusher. 4. Standard Operating Procedure should be specific, and job specific training should be imparted to all persons working on similar machines."
Orange Stripe#32-English-TSM-CO.pdf,FY-23,Orange Stripe,32/FY-23,24.06.2022 Time: 11:00 PM,11:00 PM,Meramandali,Coke Plant 1 Mechanical,Not Found,LTI of contractor employee,Fracture in Right Hand Wrist Joint,Contractor,M/s Vaaman Engineers (I) Ltd,3 Star,"Yellow Risk (C3, L4)",Not Found,No,"? Injured Person (IP) was in C shift duty. IP reached site at 10.50 PM as the bus arrived late due to traffic jam on road. After keeping his belongings in shift office, IP felt the need to urinate. A permanent toilet is there in approximately 80-meter distance from Battery 2 end. However, the IP cho",1. IP chose to use a dark area to urinate instead of a permanent toilet nearby. 2. Approach/walkway to the permanent toilet was not found well-illuminated.,1. Campaign to sensitize the message of using available amenities. 2. Proper Illumination to be provided in the permanent toilet area & the area of incident. High mast near the toilet to be taken into operation. An audit of proper illumination to be done in entire Coke Plant and compliances to be done accordingly. 3. The uneven surface is to be levelled & barricaded.
Orange Stripe#35-English-TSJ-HSM-Mech.pdf,FY-23,Orange Stripe,35/FY-23,14.06.2022 Time: 12:15 PM,12:15 PM,Jamshedpur,Mills Mechanical-HSM,RCPH,LTI of company employee,Sprain in Right ankle,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",695,NO,"? Injured Person (IP) was engaged in Furnace 3 emergency line NRV changing job along with contract employees. While descending from the monkey ladder, his ankle of the right foot got twisted. He reported to West Plant First Aid. The doctor on duty referred him to TMH for further treatment. In X ray","1. IP was wearing all required PPEs. 2. Area was having Slip, Trip, Fall hazards just near the landing area of staircase. 3. Illumination in the area found adequate.",1. Landing areas of all the staircases to be made free from any Slip Trip Fall hazards.
Orange Stripe#34-English-TSJ-HSM.pdf,FY-23,Orange Stripe,34/FY-23,16.06.22 Time: 12:25 PM,12:25 PM,Jamshedpur,Field Maintenance Mechanical - Mills,Not Found,LTI of contractor employee,Abdominal and back pain,Contractor,M/S Blue-Peter,3 Star,"Yellow Risk (C3, L4)",Not Found,NO,"? At HSM, Injured Person (IP) was involved in FM#6 Exit guide removal job. Exit guide was held with chain block and latch bolt gas cutting job was in progress. In the process of latch bolt cutting, exit guide got tilted towards Mill Housing and hit the IP. IP was taken to first aid, then referred to",1. IP was involved in FM6 exit guide removal. 2. IP was wearing all PPEs. 3. Standard Operating Procedure (SOP) was available at site. 4. Work Permit was taken for the job.,1. Focused supervision to be ensured during all critical material handling activities. 2. SOP implementation at site to be ensured by Vendor supervisors.
Orange Stripe#33-English-TSM-HSM.pdf,FY-23,Orange Stripe,33/FY-23,24.06.2022 Time: 09:15 PM,09:15 PM,Meramandali,HSM,Finishing Dispatch,LTI of a contractor employee,Cut and Fracture in the right leg.,Contractor,MSP Construction.,NA,"Yellow Risk (C3, L4)",Not Found,No,": After processing, the coil was removed from recoiler by exit coil car. While raising the car to place the coil on four arm capstone, there was some issue because of which the car could not be raised. The mechanical team was informed about the problem in exit coil car by the operator (Injured Perso",1. IP was not engaged in work. He was standing near the operating desk. 2. Exit coil car condition was not healthy so mechanical team was using a jack to lift movable part of the exit coil car.,1. Steel net should be used near the exit coil car or the operator’s desk should be barricaded. 2. Equipment healthiness to be maintained by OEM.
Orange Stripe#29-English-TSM-Lime Plant.pdf,FY-23,Orange Stripe,29/FY-23,10/06/2022 Time: 12:00 PM,12:00 PM,Meramandali,Lime Plant,Not Found,LTI of a contractor employee,Crush injury happened on left hand middle finger.,Contractor,Bhusan Steel Madhya- Bharat Limited,NA,"Yellow (C3, L5)",Not Found,No,"? Injured Person (IP) was engaged in spare Booster's rotor assembly by using chain pulley block, one rotor had been fixed and insertion of second rotor into the casing was in-progress. During assembling of second rotor, accidently, IP's middle finger (left hand) got trapped between the rotors. Crush","1. Work permit was taken for the job. 2. Standard Operating Procedure (SOP) was available for the job, but not adequate. 3. Job was executed under supervision of TSL employee. 4. IP was well experienced about the job and he was working for 10 years in this job. 5. No JCC was done in past for this job.",1. SOP to be revised considering all hazards related to the job. 2. Alternate engineering solution/best practice for similar assembly work to be explored and implemented.
Orange Stripe#30-English-TSM-Khopoli.pdf,FY-23,Orange Stripe,30/FY-23,11/06/2022 Time: 3:00 PM,3:00 PM,Meramandali,Dispatch,Not Found,LTI of a contractor employee,Crushed Middle & Index finger,Contractor,M/s A S Enterprises,2 star,"Blue (L3, C2)",Not Found,No,"? According to Injured person (IP), the crane operator was lifting the internal coated pipes by hanger with end cap, to stop the damage of ID coating of pipes. While giving indication to crane operator, for lifting the pipes, he was holding the end cap. At this time, the crane hanger hook slipped an",1. 2 persons & one Supervisor were engaged along with IP for pipe lifting activity. 2. IP was wearing necessary Safety PPE. 3. Contractor had engaged new worker without communicating to Shift In-charge. 4. Communication gap between crane operator and workmen.,1. Training to be given to all concern shift employees on how to lift the internal coated pipes.
Orange Stripe#25-English-TSK_CRM.pdf,FY-23,Orange Stripe,25/FY-23,06.06.2022 Time: 05:30 PM,05:30 PM,Kalinganagar (TSK),"CRM Electrical, TSK",ARP,LTI of a contractor employee,"Swelling and abrasion over shoulder, left-hand wrist and palm",Contractor,M/s Bina Electrical,In progress,"Yellow Risk (C3, L4)",Not Found,No,": On 6th Jun 2022, a team of M/s Bina Electrical was engaged in panel erection at Acid Regeneration Plant, CRM Project TSK. The panel was placed on roaster platform at 11.0 Mtr floor. Other agencies working on the same floor, requested the supervisor of M/s Bina Electrical to shift the panel to expe","1 Before panel installation, it was advised to install support line & chequered plate over the openings as per special instructions mentioned in permit. 2 Work permit & Standard Working Procedure available. 3. IP was using all required PPEs. 4. Illumination at the incident site was found adequate.",1. Overhead anchorage arrangement to be used as per safe work procedure for handling of panel to prevent toppling. 2. Access to the location to be made safe before shifting the panel to position.
Orange Stripe#24-English-TMH.pdf,FY-23,Orange Stripe,24/FY-23,04.06.2022 Time: 09:10AM,09:10AM,Jamshedpur,Medical Services,Not Found,LTI of company employee,Fracture in right foot fifth toe (little finger),Company,Not Found,Not Found,"Yellow (C3, L4)",325,No,"Injured Person (IP) was in D Shift (09:00am to 06:00PM) duty. At 09:10 am, she went to the changing room for dress change. While coming out from the room, her right foot struck against the door. She sustained injuries in the fifth toe of her right foot. X-Ray revealed that there is a minor fracture. Doctor on duty declared her unfit for 7 days. Risk Type : Yellow (C3, L4) Last date of Incident (LTI) of department : 14.07.2021 Incident (LTI) free days : 325 Under camera surveillance : No","1. Incident place was well illuminated, having good surface quality and wide space for moving. 2. IP was quite familiar to this place and visits there twice a day. 3. Her shoes were checked and found in good condition. 4. She was a bit late and had to join duty",1. Visible stickers on door corners and handles are to be placed. 2. IP to be sent for behavioural based safety training as per schedule. 3. A visit of Slip Trip Fall task force is scheduled to find out the proactive improvements.
Orange Stripe#23-English-LD3.pdf,FY-23,Orange Stripe,23/FY-23,11.06.2022 Time: 9 AM (A Shift),9 AM (A Shift),", Jamshedpur",LD3TSCR,Crane,LTI of company employee,Sprain on left hip,Company,Not Found,Not Found,"Yellow (C3, L5)",67,No,": Injured Person (IP) was in A shift duty. At 9 AM, while descending from staircase of rest room at 15 m casting floor, his right leg slipped and went ahead of left leg by 2 steps. He felt pain on his left thigh bone and reported East Plant First-Aid station. Doctor on duty referred him to TMH Emerg","1. In the nearby region of incident, no accumulation of water or other source of slippage found. 2. Illumination in the area was found OK.",1. Everyone is advised to be careful while moving on the staircase and hold the handrail without fail. 2. Detailed recommendations will be shared after incident investigation is complete.
Orange Stripe#21-English-TSK-RMHS.pdf,FY-23,Orange Stripe,21/FY-23,02/06/2022 Time: 01:30 PM,01:30 PM,Kalinganagar,"Field Maintenance Mechanical, Iron Making",Not Found,LTI of contractor employee,Fracture of Left-Hand Thumb Tip,Contractor,M/s Automation & Technical Services,3 Star,"Yellow Risk (C3, L3)",Not Found,No,"? At about 1:30 PM, a team of M/s Automation & Technical Services was engaged in Bearing Inspection of pulleys of Coke Conveyor C108 BC. During inspection of the Tail Pulley, the bearing clearance needed adjustment by tightening the locknut. This was being done through an opening of the tail pulley",1. The job was carried out with proper positive isolation of the conveyor. 2. Standard Operating Procedure for the job was available at site. 3. Required PPEs were in use by the IP. 4. Illumination at the working area was adequate.,1. Deployment of standardized tackle for adjustment of conveyor pulley bearing clearances in situ.
Orange Stripe#20-English-Scientific Services.pdf,FY-23,Orange Stripe,20/FY-23,05/06/2022 Time: 1:40 P.M.,1:40 P.M.,", Jamshedpur",Scientific Services,Chemical Lab (RAC#3),LTI of company employee,Mild Contusion with Tenderness Left Ankle,Company,Not Found,Not Found,"Blue (C3, L3)",122 Days,No,"? Injured Person (IP) was coming to join his B shift duty from his home. Party entered through L-Town Gate Sakchi and following SP#1 road reached RAC#3 Lab Punching M/c. After reaching, while he was climbing down from his bike, his left leg got twisted, resulting in a sprain injury. IP attended West",Not Found,1. Advised all concerned to take care while climbing down /up from bike/ two-wheeler.
